approvedAt,approvedBy,contextId,contextName,executionRequestId,executionRequestStatus,id,name,periodId,periodName,recordUtilsCount,rowsExcluded,rowsImported,rowsProcessed,rowsRejected,status,systemName,uploadedAt,uploadedBy
2026-07-31T08:40:00Z,max.mustermann@example.com,401,Enterprise Core Systems GmbH,900058,COMPLETED,100058,IMPORT_STAGE_DIRECTS_20260758,202607,July 2026,102,0,101,102,1,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,jan.beispiel@example.com,401,Enterprise Core Systems GmbH,900059,COMPLETED,100059,IMPORT_STAGE_DIRECTS_20260759,202607,July 2026,533,5,526,533,2,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,system.approval@example.com,401,Enterprise Core Systems GmbH,900060,COMPLETED,100060,IMPORT_STAGE_COMMISSION_20260760,202607,July 2026,294,0,294,294,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,tobias.muster@example.com,401,Enterprise Core Systems GmbH,900061,COMPLETED,100061,IMPORT_STAGE_PARTNER_20260761,202607,July 2026,655,5,650,655,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,katharina.koehn@example.com,401,Enterprise Core Systems GmbH,900062,COMPLETED,100062,IMPORT_STAGE_TARIFF_20260762,202607,July 2026,151,0,149,151,2,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,system.approval@example.com,401,Enterprise Core Systems GmbH,900063,COMPLETED,100063,IMPORT_STAGE_COMMISSION_20260763,202607,July 2026,620,0,620,620,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,system.approval@example.com,401,Enterprise Core Systems GmbH,900064,COMPLETED,100064,IMPORT_STAGE_COMMISSION_20260764,202607,July 2026,169,0,169,169,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,system.approval@example.com,401,Enterprise Core Systems GmbH,900065,COMPLETED,100065,IMPORT_STAGE_COMMISSION_20260765,202607,July 2026,352,5,345,352,2,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,julian.schaefer@example.com,401,Enterprise Core Systems GmbH,900066,COMPLETED,100066,IMPORT_STAGE_PARTNER_20260766,202607,July 2026,183,5,177,183,1,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,erika.musterfrau@example.com,401,Enterprise Core Systems GmbH,900067,COMPLETED,100067,IMPORT_STAGE_PARTNER_20260767,202607,July 2026,309,0,309,309,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,julian.schaefer@example.com,401,Enterprise Core Systems GmbH,900068,COMPLETED,100068,IMPORT_STAGE_PARTNER_20260768,202607,July 2026,234,0,234,234,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,maria.beispiel@example.com,401,Enterprise Core Systems GmbH,900069,COMPLETED,100069,IMPORT_STAGE_COMMISSION_20260769,202607,July 2026,109,5,103,109,1,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,tobias.muster@example.com,401,Enterprise Core Systems GmbH,900070,COMPLETED,100070,IMPORT_STAGE_PARTNER_20260770,202607,July 2026,650,5,645,650,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,murat.demir@example.com,401,Enterprise Core Systems GmbH,900071,COMPLETED,100071,IMPORT_STAGE_PARTNER_20260771,202607,July 2026,457,0,457,457,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,system.approval@example.com,401,Enterprise Core Systems GmbH,900072,COMPLETED,100072,IMPORT_STAGE_PARTNER_20260772,202607,July 2026,261,5,255,261,1,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,system.approval@example.com,401,Enterprise Core Systems GmbH,900073,COMPLETED,100073,IMPORT_STAGE_PARTNER_20260773,202607,July 2026,769,0,767,769,2,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,laura.meyer@example.com,401,Enterprise Core Systems GmbH,900074,COMPLETED,100074,IMPORT_STAGE_COMMISSION_20260774,202607,July 2026,206,0,206,206,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,system.approval@example.com,401,Enterprise Core Systems GmbH,900075,COMPLETED,100075,IMPORT_STAGE_PARTNER_20260775,202607,July 2026,666,0,666,666,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,system.approval@example.com,401,Enterprise Core Systems GmbH,900076,COMPLETED,100076,IMPORT_STAGE_PARTNER_20260776,202607,July 2026,315,0,315,315,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,system.approval@example.com,401,Enterprise Core Systems GmbH,900077,COMPLETED,100077,IMPORT_STAGE_COMMISSION_20260777,202607,July 2026,600,0,600,600,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,daria.wisniewski@example.com,401,Enterprise Core Systems GmbH,900078,COMPLETED,100078,IMPORT_STAGE_COMMISSION_20260778,202607,July 2026,533,0,533,533,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,system.approval@example.com,401,Enterprise Core Systems GmbH,900079,COMPLETED,100079,IMPORT_STAGE_DIRECTS_20260779,202607,July 2026,233,0,233,233,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,lena.lange@example.com,401,Enterprise Core Systems GmbH,900080,COMPLETED,100080,IMPORT_STAGE_COMMISSION_20260780,202607,July 2026,537,0,535,537,2,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,system.approval@example.com,401,Enterprise Core Systems GmbH,900081,COMPLETED,100081,IMPORT_STAGE_PARTNER_20260781,202607,July 2026,252,0,250,252,2,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,felix.weber@example.com,401,Enterprise Core Systems GmbH,900082,COMPLETED,100082,IMPORT_STAGE_TARIFF_20260782,202607,July 2026,665,0,665,665,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,laura.meyer@example.com,401,Enterprise Core Systems GmbH,900083,COMPLETED,100083,IMPORT_STAGE_PARTNER_20260783,202607,July 2026,415,0,415,415,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,david.muster@example.com,401,Enterprise Core Systems GmbH,900084,COMPLETED,100084,IMPORT_STAGE_COMMISSION_20260784,202607,July 2026,798,5,793,798,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,michael.muster@example.com,401,Enterprise Core Systems GmbH,900085,COMPLETED,100085,IMPORT_STAGE_TARIFF_20260785,202607,July 2026,673,5,667,673,1,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,marie.schmidt@example.com,401,Enterprise Core Systems GmbH,900086,COMPLETED,100086,IMPORT_STAGE_COMMISSION_20260786,202607,July 2026,266,0,266,266,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,tim.mustermann@example.com,401,Enterprise Core Systems GmbH,900087,COMPLETED,100087,IMPORT_STAGE_TARIFF_20260787,202607,July 2026,440,5,434,440,1,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,tobias.muster@example.com,401,Enterprise Core Systems GmbH,900088,COMPLETED,100088,IMPORT_STAGE_COMMISSION_20260788,202607,July 2026,263,0,263,263,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,sarah.beispiel@example.com,401,Enterprise Core Systems GmbH,900089,COMPLETED,100089,IMPORT_STAGE_PARTNER_20260789,202607,July 2026,327,0,327,327,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,lisa.musterfrau@example.com,401,Enterprise Core Systems GmbH,900090,COMPLETED,100090,IMPORT_STAGE_TARIFF_20260790,202607,July 2026,333,0,333,333,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,daria.wisniewski@example.com,401,Enterprise Core Systems GmbH,900091,COMPLETED,100091,IMPORT_STAGE_PARTNER_20260791,202607,July 2026,436,0,436,436,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,paul.bauer@example.com,401,Enterprise Core Systems GmbH,900092,COMPLETED,100092,IMPORT_STAGE_PARTNER_20260792,202607,July 2026,756,0,754,756,2,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,felix.weber@example.com,401,Enterprise Core Systems GmbH,900093,COMPLETED,100093,IMPORT_STAGE_PARTNER_20260793,202607,July 2026,218,0,218,218,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,system.approval@example.com,401,Enterprise Core Systems GmbH,900094,COMPLETED,100094,IMPORT_STAGE_PARTNER_20260794,202607,July 2026,211,0,209,211,2,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,jan.beispiel@example.com,401,Enterprise Core Systems GmbH,900095,COMPLETED,100095,IMPORT_STAGE_COMMISSION_20260795,202607,July 2026,421,5,415,421,1,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,system.approval@example.com,401,Enterprise Core Systems GmbH,900096,COMPLETED,100096,IMPORT_STAGE_COMMISSION_20260796,202607,July 2026,690,0,690,690,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,otto.normalverbraucher@example.com,401,Enterprise Core Systems GmbH,900097,COMPLETED,100097,IMPORT_STAGE_TARIFF_20260797,202607,July 2026,546,5,541,546,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,system.approval@example.com,401,Enterprise Core Systems GmbH,900098,COMPLETED,100098,IMPORT_STAGE_PARTNER_20260798,202607,July 2026,541,5,536,541,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,system.approval@example.com,401,Enterprise Core Systems GmbH,900099,COMPLETED,100099,IMPORT_STAGE_PARTNER_20260799,202607,July 2026,421,5,416,421,0,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
2026-07-31T08:40:00Z,system.approval@example.com,401,Enterprise Core Systems GmbH,900100,COMPLETED,100100,IMPORT_STAGE_DIRECTS_20260800,202607,July 2026,416,0,415,416,1,APPROVED,INGESTION_GW_01,2026-07-31T08:12:00Z,interface.batch@example.com
